type,name,gu,dong,lat,lng,address
지역근린공원,용산역광장,용산구,한강로3가,37.52891864,126.96538,서울특별시 용산구 한강로3가 한강대로23길
지역근린공원,장미공원,성동구,송정동,37.55223701,127.0694222,서울특별시 성동구 송정동 동일로
지역근린공원,선사공원,강동구,암사동,37.55576062,127.1299975,서울특별시 강동구 암사동 올림픽로
지역근린공원,응암어린이공원,은평구,응암동,37.60172132,126.9235286,서울특별시 은평구 응암동 은평로11길
지역근린공원,봉선화공원,강서구,방화동,37.56657939,126.8070067,서울특별시 강서구 방화동 
지역근린공원,좌월공원,은평구,갈현동,37.61738641,126.9132344,서울특별시 은평구 갈현동 
지역근린공원,배다리공원,강서구,화곡동,37.53211292,126.8483176,서울특별시 강서구 화곡동 
지역근린공원,송파방이공원,송파구,방이동,37.51437512,127.1139765,서울특별시 송파구 방이동 백제고분로
지역근린공원,샛별공원,강서구,방화동,37.57271347,126.8094864,서울특별시 강서구 방화동 
지역근린공원,서래어린이공원,서초구,반포동,37.49825537,127.0002976,서울특별시 서초구 반포동 
지역근린공원,진달래공원,금천구,시흥동,37.43483678,126.9047356,서울특별시 금천구 시흥동 
지역근린공원,상징가로공원,강동구,성내동,37.52822633,127.1197676,서울특별시 강동구 성내동 
지역근린공원,나들이공원,중랑구,망우동,37.60558508,127.1132229,서울특별시 중랑구 망우동 
지역근린공원,용두근린공원,동대문구,용두동,37.573241,127.0389192,서울특별시 동대문구 용두동 청계천로
지역근린공원,낙성대공원,관악구,봉천동,37.47113519,126.9599868,서울특별시 관악구 봉천동 낙성대로
지역근린공원,근린공원,성북구,장위동,37.61716347,127.0532004,서울특별시 성북구 장위동 돌곶이로32길
지역근린공원,돌마리어린이공원,송파구,석촌동,37.50051252,127.1034057,서울특별시 송파구 석촌동 가락로7길
지역근린공원,뽕밭어린이공원,송파구,잠실동,37.50781986,127.0811603,서울특별시 송파구 잠실동 
지역근린공원,석관어린이공원,성북구,석관동,37.60723377,127.0548768,서울특별시 성북구 석관동 
지역근린공원,은모루어린이공원,강북구,수유동,37.64241727,127.0268163,서울특별시 강북구 수유동 도봉로95길
지역근린공원,장미공원,양천구,목동,37.53362687,126.8823736,서울특별시 양천구 목동 목동동로
지역근린공원,한글비근린공원,노원구,하계동,37.64478952,127.0743555,서울특별시 노원구 하계동 
지역근린공원,사직근린공원,종로구,사직동,37.57596912,126.9633542,서울특별시 종로구 사직동 
지역근린공원,충현1공원,강남구,역삼동,37.50473802,127.036534,서울특별시 강남구 역삼동 
지역근린공원,청파동1마을공원,용산구,청파동3가,37.54291502,126.968561,서울특별시 용산구 청파동3가 원효로97길
지역근린공원,달맞이공원,성동구,옥수동,37.54338241,127.0182794,서울특별시 성동구 옥수동 독서당로40길
지역근린공원,좌월어린이공원,은평구,갈현동,37.61716878,126.9132082,서울특별시 은평구 갈현동 갈현로25길
지역근린공원,낙산어린이공원,종로구,창신동,37.57969647,127.0104297,서울특별시 종로구 창신동 창신길
지역근린공원,숭인공원,종로구,숭인동,37.57747248,127.0182921,서울특별시 종로구 숭인동 동망산길
지역근린공원,진달래공원,강동구,명일동,37.55218901,127.1436846,서울특별시 강동구 명일동 양재대로147길
지역근린공원,중곡공원,광진구,중곡동,37.56455504,127.079141,서울특별시 광진구 중곡동 긴고랑로5길
지역근린공원,도리미소공원,영등포구,도림동,37.50937629,126.9022338,서울특별시 영등포구 도림동 도림로112나길
지역근린공원,풍납동역사공원(2022년예정),송파구,풍납동,37.53231791,127.1114482,서울특별시 송파구 풍납동 토성로
지역근린공원,원당공원,강서구,내발산동,37.55723484,126.8421268,서울특별시 강서구 내발산동 강서로52길
지역근린공원,한솔공원,강남구,일원동,37.48094328,127.0780279,서울특별시 강남구 일원동 광평로10길
지역근린공원,금호제2공원,성동구,금호동1가,37.55436397,127.0265801,서울특별시 성동구 금호동1가 행당로6길
지역근린공원,비둘기공원,금천구,시흥동,37.44153162,126.9063779,서울특별시 금천구 시흥동 
지역근린공원,매화근린공원,강서구,등촌동,37.55745972,126.8609487,서울특별시 강서구 등촌동 
지역근린공원,두댐이공원,송파구,문정동,37.4900026,127.1320597,서울특별시 송파구 문정동 
지역근린공원,서래공원,서초구,반포동,37.50160086,127.0029717,서울특별시 서초구 반포동 
지역근린공원,간나무굴공원,종로구,평창동,37.6127871,126.9702072,서울특별시 종로구 평창동 
대형시민/도심공원,여의도한강공원,영등포구,여의도동,37.52872828,126.9323731,서울특별시 영등포구 여의도동 여의동로
지역근린공원,근린공원,마포구,상암동,37.58304864,126.8834579,서울특별시 마포구 상암동 월드컵북로
지역근린공원,수유일공원,강북구,수유동,37.63052122,127.0172678,서울특별시 강북구 수유동 
지역근린공원,근린공원,양천구,신정동,37.50902439,126.8436709,서울특별시 양천구 신정동 
지역근린공원,중화2동체육공원,중랑구,중화동,37.59628527,127.0708011,서울특별시 중랑구 중화동 
지역근린공원,충현어린이공원,중구,신당동,37.55214021,127.0050097,서울특별시 중구 신당동 동호로11차길
지역근린공원,장지공원,송파구,가락동,37.49536279,127.1382932,서울특별시 송파구 가락동 
지역근린공원,현석마을마당,마포구,현석동,37.54222333,126.9336966,서울특별시 마포구 현석동 
지역근린공원,공암나루공원,강서구,가양동,37.57063573,126.8490882,서울특별시 강서구 가양동 강서로80길
지역근린공원,기자촌1구역근린공원,은평구,진관동,37.63271554,126.9375597,서울특별시 은평구 진관동 
지역근린공원,장미공원,강서구,공항동,37.55658479,126.8139055,서울특별시 강서구 공항동 방화대로7다길
지역근린공원,구로근린공원,구로구,구로동,37.49944687,126.8917229,서울특별시 구로구 구로동 공원로
지역근린공원,근린공원,강북구,미아동,37.61825106,127.0242905,서울특별시 강북구 미아동 
지역근린공원,금빛공원,금천구,시흥동,37.45283663,126.9043964,서울특별시 금천구 시흥동 금하로
지역근린공원,원통쌈지공원,동대문구,답십리동,37.56978466,127.0535924,서울특별시 동대문구 답십리동 
대형시민/도심공원,남산골전통정원,중구,필동2가,37.55785666,126.9938479,서울특별시 중구 필동2가 퇴계로34길
지역근린공원,무아래공원,금천구,가산동,37.47343256,126.8932805,서울특별시 금천구 가산동 
지역근린공원,대조공원,은평구,대조동,37.61553619,126.9198987,서울특별시 은평구 대조동 연서로22길
지역근린공원,배재공원,중구,정동,37.56441447,126.9727507,서울특별시 중구 정동 
지역근린공원,갓바위공원,중랑구,망우동,37.599085,127.1032778,서울특별시 중랑구 망우동 용마산로114길
지역근린공원,비석거리공원,송파구,가락동,37.4946072,127.1174972,서울특별시 송파구 가락동 
지역근린공원,구의공원,광진구,구의동,37.53691079,127.0945905,서울특별시 광진구 구의동 광나루로56길
지역근린공원,봉제산근린공원,강서구,화곡동,37.53765379,126.8514,서울특별시 강서구 화곡동 
지역근린공원,서초영어체험공원,서초구,양재동,37.46830569,127.0312,서울특별시 서초구 양재동 바우뫼로12길
지역근린공원,응봉체육공원,성동구,응봉동,37.55288556,127.0401223,서울특별시 성동구 응봉동 
지역근린공원,성북공원,성북구,성북동,37.59598659,127.0072097,서울특별시 성북구 성북동 
지역근린공원,논골어린이공원,강북구,번동,37.63838894,127.0280351,서울특별시 강북구 번동 덕릉로41길
지역근린공원,근린공원,강서구,내발산동,37.55395813,126.8287447,서울특별시 강서구 내발산동 강서로47길
지역근린공원,봉은공원,강남구,삼성동,37.51385951,127.0557262,서울특별시 강남구 삼성동 
지역근린공원,쌀섬어린이공원,송파구,잠실동,37.50401093,127.0824953,서울특별시 송파구 잠실동 백제고분로18길
지역근린공원,장안어린이공원,서초구,서초동,37.49172068,127.0114344,서울특별시 서초구 서초동 
지역근린공원,신사무궁화공원,강남구,신사동,37.52415503,127.031935,서울특별시 강남구 신사동 
지역근린공원,글샘공원,송파구,문정동,37.4789325,127.1217545,서울특별시 송파구 문정동 
지역근린공원,다람쥐공원,금천구,독산동,37.46824557,126.8908193,서울특별시 금천구 독산동 벚꽃로18길
지역근린공원,호암산숲길공원,금천구,시흥동,37.43459276,126.9083948,서울특별시 금천구 시흥동 
지역근린공원,당곡어린이공원,양천구,신월동,37.51861648,126.8399383,서울특별시 양천구 신월동 신월로11길
지역근린공원,어린이공원,강남구,일원동,37.49143944,127.0855068,서울특별시 강남구 일원동 
지역근린공원,상록수공원,노원구,상계동,37.66307368,127.0530353,서울특별시 노원구 상계동 
지역근린공원,양지어린이공원,동작구,사당동,37.47992409,126.9739527,서울특별시 동작구 사당동 
지역근린공원,삼성까치공원,강남구,삼성동,37.51827247,127.0604999,서울특별시 강남구 삼성동 
대형시민/도심공원,아시아공원,송파구,잠실동,37.51028808,127.0761917,서울특별시 송파구 잠실동 올림픽로
지역근린공원,청담공원,강남구,청담동,37.52142538,127.0524719,서울특별시 강남구 청담동 
지역근린공원,몽촌공원,송파구,방이동,37.51297704,127.1147814,서울특별시 송파구 방이동 
지역근린공원,곰돌이공원,강서구,화곡동,37.54593941,126.84531,서울특별시 강서구 화곡동 화곡로
지역근린공원,느티공원,강서구,방화동,37.57945601,126.8101789,서울특별시 강서구 방화동 
지역근린공원,강서한강공원강서생태공원,강서구,개화동,37.58907086,126.8138927,서울특별시 강서구 개화동 
지역근린공원,어린이공원,성동구,하왕십리동,37.55998502,127.0234998,서울특별시 성동구 하왕십리동 난계로
지역근린공원,팔각정공원,종로구,평창동,37.60206693,126.9804703,서울특별시 종로구 평창동 북악산로
지역근린공원,대왕어린이공원,강남구,세곡동,37.46234643,127.1046427,서울특별시 강남구 세곡동 헌릉로590길
지역근린공원,대조어린이공원,은평구,대조동,37.61528512,126.9199066,서울특별시 은평구 대조동 연서로22길
지역근린공원,성심공원,강동구,길동,37.53831459,127.1373947,서울특별시 강동구 길동 천중로40길
지역근린공원,은하수공원,강서구,방화동,37.57071839,126.8063717,서울특별시 강서구 방화동 양천로6길
지역근린공원,바탕골공원,강서구,화곡동,37.54460819,126.8346936,서울특별시 강서구 화곡동 강서로45다길
지역근린공원,언덕배기공원,광진구,자양동,37.53203757,127.0879109,서울특별시 광진구 자양동 뚝섬로62길
지역근린공원,백석근린공원,강서구,등촌동,37.54966432,126.862009,서울특별시 강서구 등촌동 
지역근린공원,해오름공원,광진구,중곡동,37.55682559,127.0920046,서울특별시 광진구 중곡동 영화사로7길
지역근린공원,천변공원,은평구,응암동,37.5979123,126.9156544,서울특별시 은평구 응암동 증산로
지역근린공원,대원공원,강서구,화곡동,37.54489623,126.8359219,서울특별시 강서구 화곡동 
지역근린공원,상도배수지공원,동작구,본동,37.50822578,126.9544714,서울특별시 동작구 본동 매봉로6길
대형시민/도심공원,잠실한강공원,송파구,잠실동,37.51776873,127.0845897,서울특별시 송파구 잠실동 한가람로
지역근린공원,광진광장,광진구,군자동,37.5477868,127.0737547,서울특별시 광진구 군자동 
지역근린공원,온수도시자연공원,구로구,개봉동,37.50186043,126.8397683,서울특별시 구로구 개봉동 고척로21나길
지역근린공원,창천근린공원,마포구,노고산동,37.55328731,126.9412485,서울특별시 마포구 노고산동 백범로
지역근린공원,근린공원,구로구,온수동,37.49458586,126.8246943,서울특별시 구로구 온수동 
지역근린공원,국지공원,관악구,봉천동,37.4900925,126.9406176,서울특별시 관악구 봉천동 국회단지19길
지역근린공원,초안산근린공원,노원구,월계동,37.63455721,127.0451878,서울특별시 노원구 월계동 
지역근린공원,까치산공원,강서구,화곡동,37.53728192,126.8446957,서울특별시 강서구 화곡동 
지역근린공원,큰바위공원,송파구,거여동,37.49812403,127.1425886,서울특별시 송파구 거여동 
지역근린공원,북한산생태숲,성북구,정릉동,37.62103187,127.0070946,서울특별시 성북구 정릉동 
지역근린공원,충숙근린공원,노원구,하계동,37.64008403,127.0786851,서울특별시 노원구 하계동 한글비석로
지역근린공원,방화쌈지공원,강서구,방화동,37.57124089,126.8150921,서울특별시 강서구 방화동 
지역근린공원,다사랑공원,영등포구,대림동,37.49273099,126.8994972,서울특별시 영등포구 대림동 대림로23가길
지역근린공원,장미공원,서초구,반포동,37.5049599,126.991209,서울특별시 서초구 반포동 신반포로
지역근린공원,곰돌이공원,강서구,가양동,37.56233112,126.8574621,서울특별시 강서구 가양동 허준로
지역근린공원,구로리공원,구로구,구로동,37.49090582,126.8915663,서울특별시 구로구 구로동 구로중앙로
대형시민/도심공원,올림픽공원,송파구,방이동,37.51986436,127.1228077,서울특별시 송파구 방이동 올림픽로
지역근린공원,문정근린공원,송파구,문정동,37.48662278,127.1292387,서울특별시 송파구 문정동 
지역근린공원,옹기골근린공원,강서구,방화동,37.57387491,126.8211061,서울특별시 강서구 방화동 양천로
지역근린공원,관악산생태공원,관악구,신림동,37.46873051,126.9134108,서울특별시 관악구 신림동 문성로16다길
지역근린공원,우면산자연생태공원,서초구,우면동,37.46930253,127.0178335,서울특별시 서초구 우면동 
지역근린공원,서울색공원,영등포구,여의도동,37.53058409,126.9304868,서울특별시 영등포구 여의도동 
지역근린공원,천일공원,강동구,천호동,37.54467677,127.1363852,서울특별시 강동구 천호동 구천면로42길
지역근린공원,무궁화공원,강동구,길동,37.54237122,127.1454038,서울특별시 강동구 길동 양재대로124길
지역근린공원,게내공원,강동구,상일동,37.54928444,127.1714903,서울특별시 강동구 상일동 상일로5길
지역근린공원,미소공원,성동구,하왕십리동,37.56050998,127.0235037,서울특별시 성동구 하왕십리동 난계로
지역근린공원,안산골공원,송파구,가락동,37.49761308,127.1267155,서울특별시 송파구 가락동 
지역근린공원,뒷벌공원,서초구,방배동,37.49049647,126.986778,서울특별시 서초구 방배동 방배중앙로
지역근린공원,삼성목련공원,강남구,삼성동,37.51853392,127.0538547,서울특별시 강남구 삼성동 
지역근린공원,매봉어린이공원,노원구,월계동,37.6330441,127.0590697,서울특별시 노원구 월계동 월계로55길
지역근린공원,사슴어린이공원,도봉구,방학동,37.6644681,127.0416827,서울특별시 도봉구 방학동 
지역근린공원,오거리공원,중랑구,면목동,37.57682824,127.0842973,서울특별시 중랑구 면목동 면목로33길
지역근린공원,신동그린공원,서초구,잠원동,37.51412449,127.0137771,서울특별시 서초구 잠원동 
지역근린공원,등촌제2근린공원,강서구,등촌동,37.56342037,126.8416062,서울특별시 강서구 등촌동 강서로62길
지역근린공원,달빛공원,강서구,화곡동,37.53119911,126.8628994,서울특별시 강서구 화곡동 
지역근린공원,장독골공원,광진구,자양동,37.53576094,127.0775921,서울특별시 광진구 자양동 아차산로40길
지역근린공원,노유산공원,광진구,자양동,37.5390989,127.0683644,서울특별시 광진구 자양동 아차산로32길
지역근린공원,거여공원,송파구,거여동,37.49703687,127.1414785,서울특별시 송파구 거여동 오금로51길
지역근린공원,삼각공원,구로구,구로동,37.50142867,126.8920204,서울특별시 구로구 구로동 
대형시민/도심공원,난지한강공원,마포구,상암동,37.56611506,126.8774322,서울특별시 마포구 상암동 
대형시민/도심공원,강서한강공원,강서구,방화동,37.58666852,126.817156,서울특별시 강서구 방화동 
지역근린공원,올림픽공원선린동산,송파구,방이동,37.51747843,127.1152259,서울특별시 송파구 방이동 올림픽로
지역근린공원,비둘기공원,송파구,방이동,37.51277281,127.123397,서울특별시 송파구 방이동 
지역근린공원,송림어린이공원,노원구,공릉동,37.62706417,127.0870467,서울특별시 노원구 공릉동 
지역근린공원,다솜마을마당공원,동대문구,휘경동,37.58465227,127.0718061,서울특별시 동대문구 휘경동 
지역근린공원,아랫샘어린이공원,서초구,내곡동,37.46071391,127.0720765,서울특별시 서초구 내곡동 
지역근린공원,잿말어린이공원,서초구,우면동,37.46632216,127.0198874,서울특별시 서초구 우면동 
지역근린공원,지봉골공원,종로구,창신동,37.58129437,127.0129549,서울특별시 종로구 창신동 
지역근린공원,코스타리카광장,마포구,상암동,37.57485051,126.8998496,서울특별시 마포구 상암동 
대형시민/도심공원,서울로7017,중구,봉래동2가,37.55666849,126.972069,서울특별시 중구 봉래동2가 퇴계로
지역근린공원,서울함공원,마포구,망원동,37.55372578,126.8974204,서울특별시 마포구 망원동 마포나루길
지역근린공원,금옥공원,성동구,금호동2가,37.55261124,127.0233183,서울특별시 성동구 금호동2가 금호로
지역근린공원,인조유기비어린이공원,은평구,역촌동,37.60744979,126.9175649,서울특별시 은평구 역촌동 연서로10길
지역근린공원,서울식물원호수공원,강서구,마곡동,37.57542322,126.8345276,서울특별시 강서구 마곡동 
지역근린공원,뻥튀기공원,광진구,중곡동,37.56837507,127.0897202,서울특별시 광진구 중곡동 
지역근린공원,잠실공원,송파구,잠실동,37.50591819,127.083512,서울특별시 송파구 잠실동 백제고분로15길
지역근린공원,볏골어린이공원,강서구,화곡동,37.54141897,126.8444287,서울특별시 강서구 화곡동 까치산로4길
지역근린공원,꿈동산공원,도봉구,창동,37.65008668,127.036792,서울특별시 도봉구 창동 
지역근린공원,도산공원,강남구,신사동,37.524527,127.0350558,서울특별시 강남구 신사동 도산대로45길
지역근린공원,당고개공원,종로구,창신동,37.57558164,127.0123229,서울특별시 종로구 창신동 
지역근린공원,교대어린이공원,서초구,서초동,37.49428608,127.011444,서울특별시 서초구 서초동 
지역근린공원,청파공원,용산구,서계동,37.55394121,126.9673775,서울특별시 용산구 서계동 
지역근린공원,사우촌공원,관악구,신림동,37.46754957,126.9341917,서울특별시 관악구 신림동 
지역근린공원,명일공원,강동구,상일동,37.55209033,127.1597663,서울특별시 강동구 상일동 
지역근린공원,애경어린이공원,구로구,구로동,37.50281551,126.8806068,서울특별시 구로구 구로동 
지역근린공원,고덕수변생태공원,강동구,고덕동,37.57028131,127.1555867,서울특별시 강동구 고덕동 
지역근린공원,음골어린이공원,양천구,신정동,37.52738074,126.8511958,서울특별시 양천구 신정동 
지역근린공원,중앙어린이공원,관악구,봉천동,37.48434188,126.9483502,서울특별시 관악구 봉천동 봉천로41길
지역근린공원,쌍문근린공원,도봉구,방학동,37.65484193,127.023595,서울특별시 도봉구 방학동 
지역근린공원,원당공원,강서구,등촌동,37.55974752,126.8425656,서울특별시 강서구 등촌동 강서로56길
지역근린공원,개나리공원,강서구,화곡동,37.54837322,126.8440588,서울특별시 강서구 화곡동 
지역근린공원,달동산공원,중랑구,망우동,37.59221282,127.0952191,서울특별시 중랑구 망우동 
지역근린공원,훼밀리공원,송파구,문정동,37.49057027,127.1133977,서울특별시 송파구 문정동 중대로
지역근린공원,문화예술공원,서초구,양재동,37.46915446,127.0314156,서울특별시 서초구 양재동 바우뫼로12길
지역근린공원,원터그린공원,노원구,상계동,37.6509981,127.0654272,서울특별시 노원구 상계동 동일로214길
지역근린공원,범바위공원,성북구,안암동2가,37.58541781,127.0214537,서울특별시 성북구 안암동2가 고려대로8길
지역근린공원,장평근린공원,동대문구,장안동,37.56753758,127.07423,서울특별시 동대문구 장안동 장안벚꽃로
지역근린공원,갈을근린공원,노원구,상계동,37.66690361,127.0610692,서울특별시 노원구 상계동 
지역근린공원,새나라공원,용산구,후암동,37.54806463,126.9763935,서울특별시 용산구 후암동 후암로13가길
지역근린공원,구암어린이공원,강동구,암사동,37.5565237,127.1376402,서울특별시 강동구 암사동 
지역근린공원,고덕제2근린공원,강동구,고덕동,37.55691457,127.1493264,서울특별시 강동구 고덕동 
대형시민/도심공원,용마공원,중랑구,망우동,37.59406671,127.1057916,서울특별시 중랑구 망우동 망우로70길
지역근린공원,암사생태공원,강동구,암사동,37.56046059,127.130129,서울특별시 강동구 암사동 올림픽로
지역근린공원,근린공원,서초구,서초동,37.49864428,127.0210286,서울특별시 서초구 서초동 서운로23길
지역근린공원,발산근린공원,강서구,내발산동,37.55481651,126.8255079,서울특별시 강서구 내발산동 마곡중앙로
지역근린공원,다람쥐어린이공원,서대문구,연희동,37.57606886,126.93435,서울특별시 서대문구 연희동 
지역근린공원,면목공원,중랑구,면목동,37.58951018,127.0859321,서울특별시 중랑구 면목동 
지역근린공원,만리배수지공원,중구,만리동2가,37.55474679,126.9617812,서울특별시 중구 만리동2가 만리재로27길
지역근린공원,능골근린공원,강동구,강일동,37.55618402,127.1744765,서울특별시 강동구 강일동 
지역근린공원,성안공원,강동구,성내동,37.53135303,127.1347861,서울특별시 강동구 성내동 양재대로97길
지역근린공원,꿈나래공원,강동구,고덕동,37.56086516,127.1537718,서울특별시 강동구 고덕동 아리수로64길
지역근린공원,보명공원,관악구,신림동,37.47588091,126.9256498,서울특별시 관악구 신림동 법원단지길
지역근린공원,아래방죽마을공원,강남구,율현동,37.47324568,127.1082239,서울특별시 강남구 율현동 
지역근린공원,강덕근린공원,강동구,강일동,37.55882041,127.1744157,서울특별시 강동구 강일동 
지역근린공원,사근공원,성동구,사근동,37.56343701,127.0476509,서울특별시 성동구 사근동 
지역근린공원,근린공원,양천구,신월동,37.53211889,126.8288645,서울특별시 양천구 신월동 
지역근린공원,가야금공원,송파구,오금동,37.50868146,127.1293555,서울특별시 송파구 오금동 
지역근린공원,양지공원,동작구,사당동,37.48655029,126.9701096,서울특별시 동작구 사당동 
지역근린공원,신사공원,강남구,압구정동,37.52664046,127.0213515,서울특별시 강남구 압구정동 논현로189길
지역근린공원,앙카라공원,영등포구,여의도동,37.51754537,126.9301775,서울특별시 영등포구 여의도동 여의대방로
지역근린공원,느티나무공원,마포구,연남동,37.55962578,126.9187017,서울특별시 마포구 연남동 연남로3길
지역근린공원,여의도샛강공원,영등포구,여의도동,37.51695233,126.9250925,서울특별시 영등포구 여의도동 
지역근린공원,한샘상상어린이공원,송파구,문정동,37.48480712,127.1250272,서울특별시 송파구 문정동 
지역근린공원,어린이교통공원,노원구,중계동,37.64587111,127.0629876,서울특별시 노원구 중계동 덕릉로
지역근린공원,시루메공원,은평구,증산동,37.58292237,126.9064779,서울특별시 은평구 증산동 증산로5길
지역근린공원,산새공원,강서구,화곡동,37.5462769,126.8503741,서울특별시 강서구 화곡동 
지역근린공원,한신공원,중랑구,면목동,37.58807792,127.0767767,서울특별시 중랑구 면목동 겸재로3길
지역근린공원,봉수대공원,중랑구,신내동,37.6073917,127.0919616,서울특별시 중랑구 신내동 
대형시민/도심공원,관악산자연공원,관악구,신림동,37.46557155,126.9453553,서울특별시 관악구 신림동 
지역근린공원,북한산생태공원,은평구,불광동,37.61124982,126.9401701,서울특별시 은평구 불광동 
지역근린공원,탑골생태공원,은평구,진관동,37.63813848,126.9138166,서울특별시 은평구 진관동 통일로
지역근린공원,면목역공원,중랑구,면목동,37.58862709,127.0870536,서울특별시 중랑구 면목동 
지역근린공원,윗바람어린이공원,송파구,풍납동,37.53430514,127.1121096,서울특별시 송파구 풍납동 
지역근린공원,천호삼거리공원,강동구,천호동,37.54554678,127.1385363,서울특별시 강동구 천호동 
지역근린공원,채송화공원,강서구,등촌동,37.56277001,126.846058,서울특별시 강서구 등촌동 
지역근린공원,원터공원,강동구,명일동,37.55245398,127.1430502,서울특별시 강동구 명일동 양재대로147길
지역근린공원,상도공원,동작구,상도동,37.49321648,126.9384064,서울특별시 동작구 상도동 성대로6사길
지역근린공원,다사랑어린이공원,영등포구,대림동,37.4928339,126.8992264,서울특별시 영등포구 대림동 대림로23가길
지역근린공원,바람산공원,서대문구,창천동,37.5578841,126.9403579,서울특별시 서대문구 창천동 
지역근린공원,자양어린이공원,광진구,자양동,37.53305053,127.0746453,서울특별시 광진구 자양동 뚝섬로
지역근린공원,구룡공원,금천구,독산동,37.4778898,126.9027508,서울특별시 금천구 독산동 독산로107길
지역근린공원,영락어린이공원,관악구,봉천동,37.47680208,126.9437514,서울특별시 관악구 봉천동 
지역근린공원,장군봉근린공원,관악구,봉천동,37.48043191,126.9366866,서울특별시 관악구 봉천동 장군봉길
지역근린공원,도곡목련공원,강남구,도곡동,37.48499684,127.0443078,서울특별시 강남구 도곡동 
지역근린공원,응봉근린공원,성동구,금호동2가,37.55250247,127.0166064,서울특별시 성동구 금호동2가 매봉18길
지역근린공원,양재근린공원,서초구,양재동,37.4718697,127.0424261,서울특별시 서초구 양재동 동산로
지역근린공원,방죽공원,강동구,고덕동,37.55896682,127.1591629,서울특별시 강동구 고덕동 동남로82길
대형시민/도심공원,이촌한강공원,용산구,이촌동,37.51577676,126.9739381,서울특별시 용산구 이촌동 
지역근린공원,답십리근린공원,동대문구,답십리동,37.57196854,127.0619658,서울특별시 동대문구 답십리동 
지역근린공원,관악산호수공원,관악구,신림동,37.45852001,126.947026,서울특별시 관악구 신림동 
지역근린공원,장지공원,송파구,거여동,37.49304859,127.1395177,서울특별시 송파구 거여동 
지역근린공원,감로천생태공원,금천구,독산동,37.46941567,126.9083364,서울특별시 금천구 독산동 
지역근린공원,송파나루공원,송파구,잠실동,37.50685458,127.0978859,서울특별시 송파구 잠실동 석촌호수로
지역근린공원,오동나무어린이공원,송파구,오금동,37.50628379,127.1339064,서울특별시 송파구 오금동 
지역근린공원,근린공원,서초구,양재동,37.47159954,127.0487726,서울특별시 서초구 양재동 논현로5길
지역근린공원,늘푸른공원,중랑구,면목동,37.58300432,127.0800306,서울특별시 중랑구 면목동 
지역근린공원,마루공원,강남구,일원동,37.49623654,127.080872,서울특별시 강남구 일원동 
지역근린공원,근린공원,관악구,남현동,37.47422294,126.979152,서울특별시 관악구 남현동 남현3길
지역근린공원,옹기터마을마당,중랑구,신내동,37.60296269,127.0955779,서울특별시 중랑구 신내동 
지역근린공원,풍납백제문화공원,송파구,풍납동,37.53579262,127.1142752,서울특별시 송파구 풍납동 
지역근린공원,신록어린이공원,은평구,녹번동,37.6054034,126.9363706,서울특별시 은평구 녹번동 통일로
대형시민/도심공원,배꽃근린공원,노원구,공릉동,37.62632481,127.0924942,서울특별시 노원구 공릉동 화랑로51나길
지역근린공원,양지근린공원,노원구,중계동,37.64717752,127.0757307,서울특별시 노원구 중계동 
지역근린공원,초롱공원,서초구,반포동,37.49962131,126.9874915,서울특별시 서초구 반포동 신반포로
지역근린공원,연서어린이공원,은평구,역촌동,37.60408694,126.9167696,서울특별시 은평구 역촌동 연서로6길
지역근린공원,새장터공원,강동구,암사동,37.55211197,127.1307868,서울특별시 강동구 암사동 암사1가길
지역근린공원,향기어린이공원,성북구,상월곡동,37.60927668,127.045073,서울특별시 성북구 상월곡동 장월로1가길
지역근린공원,어린이대공원환경연못,광진구,능동,37.54987154,127.0765357,서울특별시 광진구 능동 능동로
지역근린공원,상계근린공원,노원구,상계동,37.67042278,127.0504702,서울특별시 노원구 상계동 
지역근린공원,은천어린이공원,관악구,봉천동,37.48833399,126.9429906,서울특별시 관악구 봉천동 
지역근린공원,뱃골창공원,도봉구,창동,37.64659797,127.0449688,서울특별시 도봉구 창동 해등로
지역근린공원,복숭아어린이공원,송파구,오금동,37.50686748,127.1313754,서울특별시 송파구 오금동 
지역근린공원,삼밭나루어린이공원,송파구,삼전동,37.50520863,127.0917442,서울특별시 송파구 삼전동 
지역근린공원,월암근린공원,종로구,송월동,37.57122578,126.9653789,서울특별시 종로구 송월동 
지역근린공원,청룡근린공원,강남구,개포동,37.48677248,127.0561334,서울특별시 강남구 개포동 양재천동자전거길
지역근린공원,팔각정어린이공원,송파구,가락동,37.49262149,127.1242053,서울특별시 송파구 가락동 
지역근린공원,평화공원,마포구,동교동,37.55730496,126.9298402,서울특별시 마포구 동교동 신촌로4길
지역근린공원,새싹공원,관악구,봉천동,37.48449011,126.949385,서울특별시 관악구 봉천동 양녕로6다길
지역근린공원,논골새싹공원,성동구,행당동,37.55751131,127.0250559,서울특별시 성동구 행당동 난계로
지역근린공원,암사공원,강동구,암사동,37.55294611,127.1377197,서울특별시 강동구 암사동 고덕로28길
지역근린공원,근린공원,성동구,마장동,37.56613414,127.0457798,서울특별시 성동구 마장동 마장로42길
지역근린공원,아랫바람공원,송파구,풍납동,37.53235391,127.1122278,서울특별시 송파구 풍납동 
지역근린공원,어린이대공원능동소공원,광진구,능동,37.55255319,127.0830551,서울특별시 광진구 능동 능동로
지역근린공원,남촌공원,중랑구,면목동,37.58576604,127.0912765,서울특별시 중랑구 면목동 용마산로81길
